Site,Date,Lat,Lon,Temp1,Temp7,Temp30,MaxT1,MaxT7,MaxT30,MinT1,MinT7,MinT30
3POTAMO,5/3/2019,37.36144199,22.09469877,7.77,6.2,5.81,12.48,13.77,16.72,3.24,-1.23,-1.82
3POTAMO,31/01/2020,37.36144199,22.09469877,9.03,7.42,4.57,12.93,12.93,13.56,5.81,-0.18,-3.56
A10,25/05/2020,40.657406,22.697451,18.57,20.82,19.17,22.56,30.53,34.63,13.96,12.46,8.4
A10,25/02/2019,40.657406,22.697451,1.71,6.45,6.79,5.76,17.07,17.07,-1.18,-1.18,-2.22
A10,24/01/2020,40.657406,22.697451,3.34,2.83,3.39,10.68,10.68,11.87,-1.96,-2.92,-3.68
A2,25/02/2019,40.862941,21.629708,-4.85,2.53,2,-1.2,12.62,12.62,-8.37,-8.37,-9.75
A2,25/02/2019,40.52782545,22.71522152,2.35,7.26,7.42,6.18,17.22,17.22,-0.4,-0.4,-1.3
A2,23/01/2020,40.862941,21.629708,2.07,0.51,0.21,8.99,8.99,10.17,-2.33,-4.8,-6.02
A2,23/01/2020,40.52782545,22.71522152,3.03,3.61,4.24,9.73,10.7,12.62,-2.21,-2.3,-3.1
A25,19/05/2020,40.895188,22.615196,24.91,23.43,17.57,30.81,34.77,34.77,18.52,13.44,5
A25,29/09/2021,40.895188,22.615196,20.51,19.62,22.21,24.59,30.46,32.81,16.95,9.38,9.38
A25,25/07/2019,40.895188,22.615196,27.46,26.45,26.9,33.03,34.23,39.03,21.73,16.47,16.47
A25,12/7/2020,40.895188,22.615196,26.54,26.07,25.76,32.2,33.13,36.29,20.82,17.96,13.99
AG_THOMAS,27/08/2018,38.38216987,21.45569016,24.08,25.6,26.03,26.84,31.38,32.28,21.34,20.71,20.71
AG3,30/05/2021,40.927238,23.828493,20.61,22.81,20.32,26.39,30.89,30.89,13.84,13.84,10.97
AG3,4/2/2020,40.927238,23.828493,9.44,8,4.86,16.63,16.99,16.99,3.06,0.36,-2.52
AG3,4/2/2021,40.927238,23.828493,9.98,7.74,6.96,15.93,16.14,18.27,5.65,-2.53,-3.55
AG3,27/02/2018,40.927238,23.828493,0.41,5.92,7.03,2.3,10.87,15.63,-1.73,-1.73,-3.42
AG30,20/05/2020,41.0315043,24.0468311,23.33,22.54,16.81,27.23,30.2,30.2,18.66,14.21,6.56
AG30,31/05/2021,41.0315043,24.0468311,19.28,21.11,18.84,22.57,27.84,27.84,16.24,13.03,10.86
AG30,24/05/2018,41.0315043,24.0468311,20.68,20.78,19.92,23.94,25.91,27.1,16.96,15.29,12.17
AG30,22/05/2019,41.0315043,24.0468311,19.38,18.26,15.64,23.41,24.17,24.17,12.29,11.52,6.7
AG30,11/9/2020,41.0315043,24.0468311,25.45,25.23,25.61,29.19,30.89,32.67,21.13,18.97,17.72
AG30,24/09/2021,41.0315043,24.0468311,15.49,20.97,22.19,19.52,29.82,29.89,9.9,9.9,9.9
AG30,14/09/2018,41.0315043,24.0468311,21.9,22.33,24.99,26.03,27.47,32.27,16.92,15.64,15.64
AG30,11/9/2019,41.0315043,24.0468311,23.63,23.76,25.49,26.47,30.18,33.69,20.53,18.43,17.66
AG30,3/2/2020,41.0315043,24.0468311,9.83,7.39,4.7,15.26,15.57,15.57,3.1,0.62,-2.51
AG30,2/2/2021,41.0315043,24.0468311,10.87,5.54,6.36,14.55,14.55,16.6,7.18,-3.05,-4.62
AG30,1/3/2019,41.0315043,24.0468311,6.31,3.58,5.97,12.23,12.23,16.24,-0.32,-3.28,-3.28
AG30,1/3/2018,41.0315043,24.0468311,2.15,3.56,6.01,5.22,9.88,13.97,-0.55,-2.88,-2.88
AG31,22/05/2019,41.041846,24.037177,19.38,18.26,15.64,23.41,24.17,24.17,12.29,11.52,6.7
AG31,20/05/2020,41.041846,24.037177,23.33,22.54,16.81,27.23,30.2,30.2,18.66,14.21,6.56
AG31,31/05/2021,41.041846,24.037177,19.28,21.11,18.84,22.57,27.84,27.84,16.24,13.03,10.86
AG31,11/9/2020,41.041846,24.037177,25.45,25.23,25.61,29.19,30.89,32.67,21.13,18.97,17.72
AG31,15/09/2018,41.041846,24.037177,22.32,22.13,24.86,26.85,27.29,32.27,18.24,15.64,15.64
AG31,3/2/2020,41.041846,24.037177,9.83,7.39,4.7,15.26,15.57,15.57,3.1,0.62,-2.51
AG31,24/05/2018,41.041846,24.037177,20.68,20.78,19.92,23.94,25.91,27.1,16.96,15.29,12.17
ALMYR_DW,2/3/2018,39.18198732,22.77727457,5.57,7.66,8.64,8.36,13.71,16.25,2.07,2.07,2.07
ALMYR_DW,6/2/2020,39.18198732,22.77727457,7.6,10.12,7.69,10.47,18.38,18.38,5.46,4.84,0.6
ALMYR_DW,20/02/2021,39.18198732,22.77727457,8.2,3.23,8.49,13.43,13.43,20.02,2.14,-4.99,-4.99
ALMYR_DW,10/9/2018,39.18198732,22.77727457,24.72,25.86,25.74,28.76,31.23,31.89,20.02,20.02,20.02
AMYNTAS,7/6/2019,40.660245,21.64816,19.97,16.74,16.01,25.27,25.27,25.93,12.11,9.36,4.56
AMYNTAS,24/02/2018,40.660245,21.64816,5.32,4.03,3.68,7.29,10.64,13.25,4.37,-2.18,-3.75
AMYNTAS,21/01/2020,40.660245,21.64816,-1.27,1.13,1.06,2.73,9.11,11.69,-4.57,-4.57,-5.66
APIDITSA,25/05/2020,37.39018312,22.08634712,17.92,20.99,18.59,22.41,36.24,37.12,13.38,13.35,5.1
APIDITSA,15/04/2019,37.39018312,22.08634712,10.13,10.54,9.74,13.77,16.91,18.41,7.61,6.35,0.94
APIDITSA,26/01/2021,37.39018312,22.08634712,9.27,6.46,8.15,11.99,11.99,20.24,6.94,-1.1,-1.75
ARAP_DW,30/08/2021,40.659928,22.134234,26.36,26.58,28.46,32.02,32.8,41.01,21.14,20.54,18.43
ASSOPOS_DW,3/6/2020,38.29205,23.70917,17.43,16.61,19.83,22,23.21,37.94,12.22,10.76,8.56
ASSOPOS_DW,12/5/2018,38.29205,23.70917,17.96,18.72,18.93,22.09,25.36,29.66,13.96,13.79,9.27
ASSOPOS_DW,29/05/2019,38.29205,23.70917,22.92,21.08,18.21,28.95,28.95,28.95,17.17,13.4,8.97
ASSOPOS_DW,3/2/2020,38.29205,23.70917,9.88,9.33,7.02,16.25,16.91,16.91,4.21,3.32,0.01
ASSOPOS_DW,19/02/2021,38.29205,23.70917,6.49,4.59,8.67,11.93,12.81,20.24,2.45,-1.14,-1.14
ASSOPOS_DW,20/02/2019,38.29205,23.70917,9.33,6.46,8.27,15.65,15.65,17.1,1.73,1.73,1.17
ASSOPOS_UP,25/02/2021,38.30199722,23.59222563,9.37,7.86,8.42,16.83,16.83,20.2,3.7,1.39,-1.66
BOGDANO,4/2/2021,40.72882778,23.06355,9.51,7.7,6.54,14.57,15.15,17.06,5.01,-0.48,-4.67
BOGDANO,22/05/2018,40.72882778,23.06355,19.67,20.91,20.42,22.65,26.18,28.12,15.85,14.89,14.1
CHALKOUTSI,25/08/2020,38.3291506,23.7479782,25.99,26.04,26.35,31.18,32.95,35.75,20.61,19.63,18.99
CHALKOUTSI,27/08/2021,38.3291506,23.7479782,29.15,25.72,28.89,36.96,36.96,42.12,21.21,18.01,18.01
CHALKOUTSI,20/02/2019,38.3291506,23.7479782,9.33,6.46,8.27,15.65,15.65,17.1,1.73,1.73,1.17
CHALKOUTSI,19/02/2021,38.3291506,23.7479782,6.49,4.59,8.67,11.93,12.81,20.24,2.45,-1.14,-1.14
DAFNOULA,19/02/2019,38.2617658,23.4631176,8,5.68,7.47,13.89,13.89,16.47,2.47,2.44,0.81
DERVENI_(Volvi),29/05/2021,40.672012,23.29088,20.79,22.1,19.75,24.9,31.42,31.42,17.03,13.76,11.75
DRAMA,21/09/2018,41.14087,24.14227,22.14,23.5,25.46,27.1,29.04,34.29,16.57,16.57,16.57
DRAMA,20/09/2019,41.14087,24.14227,24.05,24.21,26.22,27.46,31.15,34.46,20.28,15.19,15.19
DRAMA,4/9/2021,41.14087,24.14227,22.48,24.77,27.2,25.3,31.51,35.75,18.38,17.95,17.95
ELASSON_MD,11/7/2020,39.87154345,22.14997069,25.57,25.41,25.46,30.73,33.41,35.75,19.46,17.33,14.78
ELASSON_MD,6/3/2018,39.87154345,22.14997069,8.71,6.91,6.65,10.37,18.94,18.94,7.87,-2.5,-2.5
ELASSON_MD,20/02/2020,39.87154345,22.14997069,9.14,8.22,6.82,15.36,16.01,16.88,2.99,-0.87,-3.49
ELASSON_MD,12/9/2018,39.87154345,22.14997069,24.3,24.65,25.55,29.23,31.51,33.08,18.04,17.24,17.24
ELEOUSA,25/02/2019,40.710854,22.678446,1.71,6.45,6.79,5.76,17.07,17.07,-1.18,-1.18,-2.22
ELEOUSA,25/01/2020,40.710854,22.678446,1.94,2.65,3.2,7.6,10.68,11.87,-1.83,-2.92,-3.68
ELKE,22/05/2020,38.81332521,22.49479135,19.86,26.57,20.07,24.75,38.28,38.28,15.33,15.33,6.45
ELKE,26/08/2020,38.81332521,22.49479135,28.21,27.5,27.17,33.21,33.71,38.63,24.15,21.27,18.59
ELKE,27/09/2021,38.81332521,22.49479135,24.31,22.69,23.8,30.22,33.02,35.86,19.68,14.56,14.56
ENIPEA,9/5/2019,39.563521,22.087928,14.72,15.09,13.73,21.27,23.18,26.77,8.33,6.63,4.61
ENIPEA,20/05/2020,39.563521,22.087928,23.71,25.34,17.85,29.02,36.2,36.2,19.05,13.41,3.64
ERKY,30/08/2019,38.46027098,22.93156164,25.48,26.37,27.1,31.17,32.32,38.02,18.92,18.92,18.92
ERKY,26/08/2020,38.46027098,22.93156164,28.23,27.48,27.21,33.78,34.14,37.72,23.44,21.31,19.77
ERKY,1/2/2020,38.46027098,22.93156164,8.35,8.15,5.95,13.88,15.36,15.36,3.9,1.91,-0.27
ERKY,28/01/2021,38.46027098,22.93156164,4.81,8.31,8.58,7.21,14.7,20.13,1.93,1.2,-3.56
EVROS_MD,22/05/2018,41.57141212,26.58694203,19.53,20.85,18.91,24.53,28.06,28.06,14.21,12.73,7.81
EVROS_MD,21/09/2021,41.57141212,26.58694203,24.22,22.96,22.87,31.52,31.52,34.52,17.37,15.24,11.86
EVROS_MD,15/01/2020,41.57141212,26.58694203,2.31,2.05,5.43,8.45,9.57,18.48,-1.67,-4.57,-4.57
EVROS_UP,22/05/2018,41.737417,26.235344,19.13,20.31,19.04,23.8,27.8,27.8,13.26,11.87,8.79
EVROS_UP,9/5/2019,41.737417,26.235344,13.06,16.04,13.8,16.61,23.68,24.27,9.55,9.55,2.74
EVROS_UP,10/9/2018,41.737417,26.235344,23.2,23.74,25.14,28.45,31.65,34.41,17.23,16.65,15.66
EVROS_UP,21/09/2021,41.737417,26.235344,24.63,23.16,22.88,31.45,31.45,34.35,19.08,14.72,12.38
EVROS_UP,20/02/2018,41.737417,26.235344,4.97,4.98,4.77,7.63,12.11,15.39,2.63,-1.41,-5.21
EVROS_UP,18/02/2019,41.737417,26.235344,4.15,4.97,6.7,11.04,13.68,16.84,-2.07,-2.07,-2.07
EVROS_UP_LYRA,10/5/2019,41.019826,26.363903,14.68,15.83,13.98,18.99,22.1,23.25,9.32,8.88,3.51
EVZONI,4/10/2018,41.1078152,22.53639423,17.69,16.34,20.77,22.32,23.72,30.7,11.56,4.32,4.32
EVZONI,25/07/2019,41.1078152,22.53639423,25.83,25.78,25.69,30.75,32.73,36.86,19.5,15.53,14.74
EVZONI,11/7/2020,41.1078152,22.53639423,25.8,24.61,23.96,31.32,32.53,34.27,20.98,15.9,13.09
EVZONI,28/09/2021,41.1078152,22.53639423,22.22,18.96,21.57,28.96,28.96,31.15,17.38,9.29,9.29
FARI,30/01/2021,40.89942574,22.94914073,3.22,5.53,5.55,8.63,13.92,16.85,-1.78,-3.3,-5.87
FARAI,29/04/2018,38.09518584,21.72800665,21.38,17.75,15.86,28.08,28.08,28.08,13.63,8.54,5.16
FARAI,14/05/2020,38.09518584,21.72800665,21.54,18.36,15.13,28.46,30.14,30.14,13.16,8.14,5.6
FARAI,16/04/2021,38.09518584,21.72800665,10.59,10.41,10.17,14.54,18.25,22.06,6.25,2.13,1.17
FARAI,21/07/2019,38.09518584,21.72800665,24.21,22.79,25.74,29,29,36.93,18.27,17.63,17.63
FARAI,10/2/2020,38.09518584,21.72800665,5.33,6.7,7.07,10.89,13.29,14.15,0.71,-0.81,-1.37
FILIPP,22/05/2019,40.998714,24.165827,19.22,18.12,15.55,22.91,23.26,23.26,12.27,11.46,6.98
FILIPP,24/02/2018,40.998714,24.165827,6.88,6.87,6.6,10.14,10.74,14.18,4.29,2.46,-0.67
FILIPP,28/02/2019,40.998714,24.165827,5.98,4.18,6.4,10.1,13.76,16.14,0.85,-2.02,-2.02
FILIPP,3/2/2020,40.998714,24.165827,9.55,7.51,4.98,15.4,15.81,15.81,2.46,0.51,-2.42
FILIPP,2/2/2021,40.998714,24.165827,11.21,5.86,6.68,14.78,14.78,16.75,6.58,-3.18,-3.8
FILIUR_DW,20/05/2018,41.00134,25.38836,22.23,19.81,19.49,26.69,26.69,26.69,17.41,13.58,9.48
FLORI,7/6/2019,40.81964444,21.49683889,19.42,16.32,15.64,24.97,24.97,25.62,11.59,9.36,4.83
FLORI,14/05/2021,40.81964444,21.49683889,15.2,16.03,13.6,20.58,26.16,27.59,9.36,9.1,0.47
FLORI,22/01/2020,40.81964444,21.49683889,-0.85,0.7,0.81,3.9,8.59,10.36,-4.5,-4.5,-5.68
GALLIKOS_DW,18/05/2020,40.649201,22.829766,23.89,22.18,17.78,28.55,33.96,33.96,20.27,14.76,8.51
GALLIKOS_MD,19/05/2019,40.80758333,22.85614722,20.06,17.89,16.13,25.53,25.53,25.53,14.24,11.45,5.98
GALLIKOS_MD,26/02/2018,40.80758333,22.85614722,4.04,6.85,6.82,5.72,10.96,14.93,2.43,2.43,-2.66
GALLIKOS_UP,30/01/2021,41.05842259,22.96571451,2.77,4.16,4.57,7.57,12.49,15.02,-0.91,-4.29,-5.99
GAZANOS_DW,27/02/2018,35.33528542,25.063828,11.58,12.11,11.46,15.32,17.45,18.91,8.15,7.73,5.7
GAZANOS_DW,1/2/2020,35.33528542,25.063828,11.28,11.17,9.77,15.65,16.81,16.81,7.86,4.46,4.46
GAZANOS_DW,15/01/2021,35.33528542,25.063828,10.76,15.02,13.13,12.29,24.43,24.43,9.1,8.74,7.13
GIAFYROS,27/02/2018,35.32106389,25.10622778,11.58,12.11,11.46,15.32,17.45,18.91,8.15,7.73,5.7
GIAFYROS,3/3/2019,35.32106389,25.10622778,11.77,10.44,10.38,15.58,16.09,17.75,8.69,6.67,5.26
GIAFYROS,1/2/2020,35.32106389,25.10622778,11.28,11.17,9.77,15.65,16.81,16.81,7.86,4.46,4.46
GREVENIOT_VIOLOGIKOS,24/02/2019,40.098935,21.470819,-1.55,5.18,4.32,1.03,14.14,14.7,-3.78,-3.78,-4.15
GREVENIOT_VIOLOGIKOS,25/02/2021,40.098935,21.470819,8.67,5.08,3.84,14.51,16.16,17,4.11,-4.75,-14.85
GRIBOVO,1/6/2020,39.65858031,20.52043953,14.36,14.74,17.38,18.19,22.76,32.98,11.39,7.23,5.27
GRIBOVO,5/9/2019,39.65858031,20.52043953,24.51,24.29,25.94,30.45,32.27,36.49,18.89,16.76,16.35
GRIBOVO,8/7/2020,39.65858031,20.52043953,24.56,25.5,21.73,30.3,32.76,32.76,17.2,17.2,11.57
GURIOTISA,9/5/2019,38.63088597,21.24546233,14.29,14.44,14.6,17.33,19.09,25.31,11.18,10.34,8.7
GURIOTISA,28/02/2018,38.63088597,21.24546233,9.29,10.23,9.86,11.96,16.85,16.85,6.21,6.21,4.17
INDUSTRY,12/5/2018,38.3056496,23.6236035,17.88,18.7,18.9,22.18,25.38,29.66,13.91,13.68,9.38
INDUSTRY,3/6/2020,38.3056496,23.6236035,17.52,16.7,19.8,22.14,23.26,38.12,12.18,10.7,8.36
INDUSTRY,11/9/2018,38.3056496,23.6236035,23.06,24.59,24.52,27.42,32.48,32.93,18.34,18.34,17.23
INDUSTRY,20/02/2019,38.3056496,23.6236035,9.42,6.3,8.1,15.61,15.61,17.08,1.84,1.84,1.2
INDUSTRY,19/02/2021,38.3056496,23.6236035,6.44,4.33,8.48,11.86,12.73,20.2,2.35,-1.66,-1.66
KALAVRITA,27/04/2018,38.04441678,22.12533243,15.66,13.9,12.12,22.04,22.34,22.34,8.3,6.27,-0.08
KALAVRITA,21/07/2019,38.04441678,22.12533243,19.96,18.81,21.61,24.16,24.16,31.66,15.12,13.54,13.53
KALAVRITA,19/02/2019,38.04441678,22.12533243,4.33,1.93,3.97,11.48,11.48,14.56,-2.78,-2.78,-2.78
KALLONI,5/5/2018,39.214879,26.193914,23.67,21.66,18.14,29.39,29.39,29.39,18.62,15.32,10.54
KALLONI,26/07/2018,39.214879,26.193914,25.51,26.56,25.68,28.48,32.14,32.14,22.64,22.09,19.04
KALLONI,1/3/2018,39.214879,26.193914,9.64,9.52,10.51,12.4,14.02,15.37,5.99,4.79,4.79
KARTEROS,30/05/2018,35.27713294,25.20570708,19.73,21.5,22.2,21.91,32.28,33.82,18.08,18.06,13.84
KARTEROS,23/07/2018,35.27713294,25.20570708,29.05,27.97,26.2,33.23,35.74,35.74,23.46,22.61,19.47
KARYTAI,26/04/2018,37.47970556,22.04998333,16.62,14.7,13.01,23.54,23.68,26.28,11.14,5.3,1.63
KARYTAI,20/07/2019,37.47970556,22.04998333,20.49,20.27,23,25.31,26.37,34.44,15.01,14.45,14.45
KARYTAI,4/3/2019,37.47970556,22.04998333,6.34,4.88,5.24,12.41,12.41,15.91,-0.23,-2.23,-2.53
KARYTAI,31/01/2020,37.47970556,22.04998333,7.76,6.71,3.83,11.25,11.66,13.06,4.15,0.17,-4.3
KARYTAI,26/01/2021,37.47970556,22.04998333,8.07,5.09,6.95,10.48,10.48,19.48,5.96,-2.3,-3.42
KASTRI_(Pinios),29/04/2018,39.62160159,22.67247897,18.78,19.9,16.1,22.56,26.53,26.53,13.61,10.37,6.55
KASTRI_(Pinios),7/5/2019,39.62160159,22.67247897,16.34,16.24,14.12,21.04,22.78,23.22,12.38,9.69,6.99
KASTRI_(Pinios),20/05/2020,39.62160159,22.67247897,21.85,22.94,17.78,25.15,33.08,33.08,18.46,14.27,7.39
KIFISOS_MD,6/5/2020,38.0917672,23.7812483,15.45,16.6,13.45,21.67,23.6,24.03,8.48,8.48,4.59
KIFISOS_MD,6/5/2021,38.0917672,23.7812483,20.13,20.87,14.83,26.78,30.6,30.6,14.54,10.73,1.31
KIFISOS_MD,24/08/2018,38.0917672,23.7812483,24.19,24.72,24.43,28.77,30.3,31,18.89,18.18,17.08
KIFISOS_MD,17/09/2019,38.0917672,23.7812483,21.88,22.06,23.79,27.13,28.35,31.49,16.67,16.67,16.67
KIFISOS_MD,25/08/2020,38.0917672,23.7812483,25.67,25.32,25.79,30.76,31.89,35.33,20.71,18.4,18.4
KIFISOS_MD,15/09/2021,38.0917672,23.7812483,21.67,20.18,23.7,26.07,26.23,34.82,17.63,14.61,14.61
KIFISOS_MD,8/3/2018,38.0917672,23.7812483,13.47,11.67,9.2,18.47,18.47,18.47,8.83,1.43,1.43
KIFISOS_UP,17/09/2019,38.1069224,23.8100553,21.88,22.06,23.79,27.13,28.35,31.49,16.67,16.67,16.67
KLIMATIA,22/02/2021,39.709378,20.633256,5.41,0.7,5.32,12.69,12.69,15.34,-0.55,-12.02,-12.02
KLOKOTO,10/5/2021,39.57768611,22.00542222,14.97,18.69,14.5,18.2,27.94,30.3,11.48,10.37,-0.4
KOSTARAZI,24/02/2019,40.43514962,21.32095144,-2.97,3.77,3.05,0.03,13.36,14.14,-5.4,-5.4,-5.92
KOUSBASAN,8/5/2019,39.62813105,22.49352815,14.88,16.72,15.27,20.21,25.5,27.95,8.93,8.26,7.72
KOUSBASAN,20/02/2019,39.62813105,22.49352815,9.17,7.2,8.36,15.53,15.53,16.77,4.58,2.33,2.12
KOUSBASAN,1/3/2021,39.62813105,22.49352815,8.73,10.64,8.78,10.72,19.69,19.69,5.69,1.71,-4.98
KRYA_DW,3/6/2019,38.08636136,23.7662182,20.43,21.45,18.32,25.14,29.22,29.22,15.38,13.81,7.81
KRYA_DW,25/08/2020,38.08636136,23.7662182,25.67,25.32,25.79,30.76,31.89,35.33,20.71,18.4,18.4
LOUDIAS_DW,24/05/2019,40.57743889,22.63039722,21.76,20.73,18.1,27.64,27.64,27.64,16.55,12.14,8.38
LOUDIAS_DW,25/05/2021,40.57743889,22.63039722,24.74,21.13,19.32,33.1,33.1,33.1,17.85,13.51,10.66
LOUDIAS_DW,5/10/2018,40.57743889,22.63039722,19.08,17.81,21.99,24.05,24.84,31.75,15.04,10.53,8.71
LOUDIAS_DW,20/07/2021,40.57743889,22.63039722,26.56,27.95,28.29,31.19,34.95,39.13,22.36,22.23,18.86
LOUDIAS_DW,2/3/2019,40.57743889,22.63039722,11.44,5.6,7.21,19.63,19.63,19.63,3.58,-2.64,-2.64
LYKOFOS,10/5/2019,41.111523,26.3034528,14.34,15.62,13.82,19.04,22.15,23.44,8.09,8.09,3.48
LYKOFOS,12/9/2018,41.111523,26.3034528,22.73,23.55,25.78,27.38,30.11,34.85,16.87,16.87,16.87
LYKOFOS,9/9/2020,41.111523,26.3034528,25.66,25.73,26.36,33.43,35.42,36.05,17.6,16.58,16.58
LYKOFOS,22/09/2021,41.111523,26.3034528,19.65,22.84,23,21.97,31.25,33.78,15.81,15.06,13.47
LYKOFOS,14/01/2020,41.111523,26.3034528,2.79,2.09,6.11,8.17,9.91,17.97,-1.63,-3.19,-3.19
MAGULA,16/05/2018,39.812976,22.084288,19.79,17.91,17.74,25.54,25.54,27.57,13.17,10.3,7.44
MAGULA,6/6/2019,39.812976,22.084288,20.24,19.22,18.3,25.41,27.25,27.57,12.92,9.65,6.58
MAGULA,11/5/2021,39.812976,22.084288,16.25,18.77,15.38,21.84,27.57,31.53,10.08,10.08,1.93
MAGULA,6/3/2018,39.812976,22.084288,8.79,6.25,5.99,10.36,18.05,18.05,7.97,-3.09,-3.09
MAGULA,19/02/2019,39.812976,22.084288,5.87,4.31,5.86,13.44,13.44,14.7,-0.56,-2,-2
MAGULA,20/02/2020,39.812976,22.084288,7.87,7.26,5.76,14.4,16.07,16.67,1.53,-1.23,-3.97
MAGULA,1/3/2021,39.812976,22.084288,6.4,8.81,6.47,9.14,18.98,18.98,3.33,1.3,-9.05
MAKRY,4/5/2018,39.255325,22.146075,19.21,20.77,18.37,24.41,29.59,30.11,14.97,11.67,5.66
MAKRY,11/5/2021,39.255325,22.146075,17.34,19.74,16.21,22.61,30.27,31.5,11.93,11.93,1.36
MAKRY,4/9/2018,39.255325,22.146075,27.19,25.92,26.71,34.6,34.6,34.6,20.21,18.85,18.76
MAKRY,1/9/2019,39.255325,22.146075,26.89,27.67,28.35,32.23,34.77,38.41,22.99,20.42,19.87
MAKRY,2/3/2018,39.255325,22.146075,5.14,6.69,7.65,10.35,12.42,16.31,1.02,1.02,-1.07
MAN,12/5/2019,38.125554,21.419929,17.01,14.92,14.81,21.8,21.8,25.91,13.06,9.78,7.33
MAN,14/05/2020,38.125554,21.419929,21.67,19.1,16.14,28.26,30.1,30.1,13.9,9.76,7.24
MAN,15/04/2021,38.125554,21.419929,12.11,11.24,11.22,16.65,18.45,22.09,7.68,4.05,2.89
MAN,9/3/2018,38.125554,21.419929,11.9,13.53,10.68,14.13,21.03,21.03,9.7,7.65,3.62
MAN,6/2/2019,38.125554,21.419929,13.68,11.57,8.76,16.9,19.46,19.46,10.98,6.33,-1.81
MAVRONER,30/04/2018,40.215563,22.562989,19.74,20.85,16.86,21.61,25.58,25.58,16.95,15.84,8.76
MAVRONER,24/05/2019,40.215563,22.562989,19.03,18.79,16.65,23.1,23.36,23.36,14.92,11.88,9.74
MAVRONER,27/02/2021,40.215563,22.562989,11.92,10.14,8.2,14.91,16.01,16.01,8.84,3.91,-4.76
MAVROSLAK,19/05/2018,40.60150378,23.76106556,20.87,19.5,19.18,26.29,26.51,27.82,15.16,12.98,7.87
MAVROSLAK,18/05/2020,40.60150378,23.76106556,24.31,21.65,16.11,29.78,32.35,32.35,18.52,12.08,4.24
MAVROSLAK,28/05/2021,40.60150378,23.76106556,22.37,20.82,18.57,27.08,29.48,29.48,16.77,11.75,8.94
MAVROSLAK,2/2/2020,40.60150378,23.76106556,8.33,6.29,3.57,15.12,15.12,15.12,2.29,-1.75,-3.37
MEGA,5/3/2018,39.52941,22.011662,12.3,6.92,7.13,18.64,18.64,18.64,6.89,-0.25,-0.73
MELISSA,20/05/2020,39.559138,22.647291,22.41,24.38,18.86,26.53,36.3,36.3,18.45,14.81,7.66
MELISSA,23/05/2021,39.559138,22.647291,21.95,21.39,19.43,27.92,29.76,31.32,16.57,13.07,8.8
MELISSA,12/9/2018,39.559138,22.647291,24.99,25.76,26.64,29.36,31.84,33.09,19.62,19.62,19.62
MELISSA,15/09/2019,39.559138,22.647291,25.25,24.75,26.57,29.44,29.81,33.91,20.01,19.42,19.26
MELISSA,13/07/2020,39.559138,22.647291,27.79,25.66,26.23,32.85,32.85,34.92,22.16,19.49,16.35
MELISSA,8/3/2018,39.559138,22.647291,13.66,11.04,8.71,18.53,19.54,19.54,9.64,-1.06,-1.06
MELISSA,19/02/2020,39.559138,22.647291,9.39,9.74,8.1,15.64,15.64,18.37,4.55,4.55,-0.09
MESAGGI,9/9/2018,39.47701111,19.91787778,24.5,25.1,26.06,25.61,27.99,29.89,21.2,21.2,21.2
MESOHOR,21/02/2018,41.09726759,25.36603061,5.36,5.88,5.66,7.64,11.89,14.19,2.98,-0.31,-3.93
METSOVO,3/9/2019,39.76331667,21.18476389,17.99,19.54,20.55,23.16,25.73,29.8,14.32,14.18,12.75
P061,8/5/2019,39.85137778,22.51186111,11.59,13.73,12.12,15.28,19.66,20.97,8.27,8.27,5.1
P061,24/05/2021,39.85137778,22.51186111,19.67,18.31,16.79,25.02,25.02,26.79,12.84,11.26,8.62
P061,21/02/2019,39.85137778,22.51186111,7.77,5.96,6.24,12.7,12.7,12.89,2.5,1.22,0.78
P061,21/02/2020,39.85137778,22.51186111,6.06,7.5,6.62,7.84,13.5,14.83,4.28,3.38,-2.26
P073,5/6/2019,39.8069,22.399008,19.55,20.77,19.29,24.08,28.78,28.78,12.63,12.63,8.71
P073,12/5/2021,39.8069,22.399008,18.11,19.26,16.4,23.69,27.55,32.26,12.91,11.48,5.48
P073,20/02/2020,39.8069,22.399008,9.37,8.81,7.39,14.66,15.09,17.09,4.19,2.12,-1.72
P088,17/05/2018,39.78782222,22.38941667,21.38,19.62,19.11,26.84,27.02,28.27,16.32,12.97,9.47
P088,5/6/2019,39.78782222,22.38941667,19.55,20.77,19.29,24.08,28.78,28.78,12.63,12.63,8.71
P088,20/05/2020,39.78782222,22.38941667,21.88,24.4,18.37,25.98,36.4,36.4,17.32,16.18,6.98
P088,12/5/2021,39.78782222,22.38941667,18.11,19.26,16.4,23.69,27.55,32.26,12.91,11.48,5.48
P088,20/02/2020,39.78782222,22.38941667,9.37,8.81,7.39,14.66,15.09,17.09,4.19,2.12,-1.72
P223,20/05/2020,39.591937,22.220357,23.81,25.71,18.35,29.35,37.35,37.35,18.63,14.85,4.13
P223,23/08/2018,39.591937,22.220357,25.07,25.75,25.51,31.09,32.38,32.87,19.33,19.19,18.04
P223,25/08/2020,39.591937,22.220357,27.59,26.68,26.53,33.14,34.03,38.19,21.99,19.33,18.15
P223,19/02/2019,39.591937,22.220357,6.77,5.06,6.73,13.87,13.87,15.21,0.25,-0.63,-0.63
P223,19/02/2020,39.591937,22.220357,8.67,8.36,6.56,16.86,16.86,17.5,2,1.63,-2.35
